2023-05-26 11:33:01.132863
s	n	mthd	Car/easy_R40	Car/moderate_R40	Car/hard_R40	Pedestrian/easy_R40	Pedestrian/moderate_R40	Pedestrian/hard_R40	Cyclist/easy_R40	Cyclist/moderate_R40	Cyclist/hard_R40	easy_R40	moderate_R40	hard_R40	avg	time
0.30000000000000004	5	3d	1.8674312028299282	1.0842018575594303	1.0533838294971023	1.0747032706149429	0.9315505430812301	0.817150248433539	0.157436325265032	0.08579494461216274	0.08052395228236475	1.0331902662366343	0.700515781750941	0.6503526767376687	0.7946862415750814	2023-05-26-15:45:37.870188
0.30000000000000004	6	3d	0.0001641640765223482	0.000307919694543663	0.0004618510992056161	0.0	0.0	0.0	0.0	0.0	0.0	5.472135884078273e-05	0.000102639898181221	0.00015395036640187203	0.00010377054114129192	2023-05-26-15:49:35.417743
0.30000000000000004	7	3d	0.010184129053283364	0.013027452974072193	0.013659466327827193	0.0	0.0	0.0	0.45454545454545453	0.5263157894736842	0.5263157894736842	0.1549098611995793	0.1797810808159188	0.17999175193383712	0.1715608979831117	2023-05-26-15:53:12.154757
0.30000000000000004	8	3d	0.32790972224902165	0.36584069323126855	0.3565644010667306	0.12486201615791594	0.12429485214008457	0.12556404556564513	1.4383742639166983	0.9456227628768542	0.9607922807260815	0.6303820007745453	0.47858610274940244	0.4809735757861524	0.5299805597700334	2023-05-26-15:57:42.847063
0.30000000000000004	9	3d	0.3780040940346662	0.2108625609551227	0.252953388498494	0.0022220027651589968	0.0025856973995271866	0.0031390796956939212	0.002004811547714515	0.0031540314256222044	0.0034403669724770644	0.12741030278251325	0.0722007632600907	0.08651094505555501	0.09537400369938633	2023-05-26-16:01:34.909131
0.35000000000000003	0	3d	0.002820078962210942	0.004128128473833601	0.00563567137294662	0.0003176620076238882	0.0005829091050402207	0.0013596985354104346	0.007481629944381673	0.001767857121254705	0.0018871864015078822	0.0035397903047388346	0.002159631566709509	0.002960852103288312	0.002886757991578885	2023-05-26-16:05:31.235775
0.35000000000000003	1	3d	0.01088048208905256	0.011448633796366969	0.01637720901889092	0.012551551013089475	0.008425487098472881	0.000372063357074519	0.0	0.0	0.0019364833462432226	0.007810677700714012	0.006624706964946617	0.00622858524073622	0.0068879899687989505	2023-05-26-16:09:23.060658
0.35000000000000003	2	3d	0.0005433010974682168	0.0013673655423883319	0.0018105849582172704	0.0	0.0	0.0	0.0	0.0	0.0	0.00018110036582273895	0.000455788514129444	0.0006035283194057568	0.0004134723997859799	2023-05-26-16:12:58.351051
0.35000000000000003	3	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-16:16:47.232531
0.35000000000000003	4	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-16:20:34.696634
0.35000000000000003	5	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-16:24:00.569908
0.35000000000000003	6	3d	0.007348824188129899	0.0029297083075874118	0.004312272407845141	0.002922023710135248	0.005105274276459405	0.0055961551122522876	0.00018909310944709173	0.0002643404705260375	0.0002643404705260375	0.0034866470025707464	0.002766441018190952	0.0033909226635411554	0.0032146702281009507	2023-05-26-16:28:12.691334
0.35000000000000003	7	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-16:31:41.643713
0.35000000000000003	8	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-16:35:27.569297
0.35000000000000003	9	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-16:39:41.937057
0.4	0	3d	6.831161024127661e-05	0.00017248582741451413	0.000249138555532984	0.0019928258270227183	0.001774937877174299	0.001774937877174299	0.0	0.0	0.0	0.0006870458124213315	0.0006491412348629377	0.000674692144235761	0.0006702930638400101	2023-05-26-16:44:10.149290
0.4	1	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-16:47:38.648291
0.4	2	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-16:51:04.566783
0.4	3	3d	0.0	0.0	0.0003019961948479449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001006653982826483	3.355513276088277e-05	2023-05-26-16:54:47.761029
0.4	4	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-16:58:12.080467
0.4	5	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:01:50.085294
0.4	6	3d	0.00014135074774545555	5.680225997258344e-05	5.680225997258344e-05	0.0	0.0	0.0	0.0	0.00040350240083928497	0.0005043576500968366	4.711691591515185e-05	0.00015343488693728946	0.00018705330335647334	0.00012920170206963822	2023-05-26-17:07:05.153133
0.4	7	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:10:28.653569
0.4	8	3d	0.02463054187192118	0.006759934164119445	0.0017891057223858413	0.000585493805475538	0.0006307202825626867	0.0008058638860858841	0.0	0.00010141713543920382	0.00010141713543920382	0.008405345225798905	0.002497357194040445	0.0008987955813036429	0.003933832667047664	2023-05-26-17:15:02.002803
0.4	9	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:18:27.542405
0.45	0	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:21:54.779095
0.45	1	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:25:38.191943
0.45	2	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:30:08.866020
0.45	3	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:33:37.443243
0.45	4	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:37:04.333052
0.45	5	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:40:28.645141
0.45	6	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:43:54.655172
0.45	7	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:47:19.576290
0.45	8	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:51:07.749619
0.45	9	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:54:32.687527
0.5	0	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-17:57:59.666800
0.5	1	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:01:26.571951
0.5	2	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:04:54.667043
0.5	3	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:08:21.129249
0.5	4	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:11:45.760998
0.5	5	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:15:10.763454
0.5	6	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:18:40.493513
0.5	7	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:22:06.059365
0.5	8	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:25:30.949278
0.5	9	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:29:03.837023
0.55	0	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:32:28.597356
0.55	1	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:35:55.429557
0.55	2	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:39:21.396460
0.55	3	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:42:45.255776
0.55	4	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:46:09.995942
0.55	5	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:49:36.127961
0.55	6	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:53:02.312378
0.55	7	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:56:25.199564
0.55	8	3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2023-05-26-18:59:51.002694
